compound_id	BIOCHEMICAL	PATHWAY SORTORDER	SUPER_PATHWAY	SUB_PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
CPD000731	11beta-hydroxyetiocholanolone glucuronide*	3233	Lipid	Androgenic Steroids	64418	LC/MS Neg	100020542	4160	481.2443		17181-15-6		
CPD000732	12,13-DiHOME	1947	Lipid	Fatty Acid, Dihydroxy	38395	LC/MS Neg	62	5137	313.2384	10236635	263399-35-5	C14829	HMDB04705
CPD000733	13-HODE + 9-HODE	1931	Lipid	Fatty Acid, Monohydroxy	37752	LC/MS Neg	100002196	5275	295.2283				
CPD000734	16-hydroxypalmitate	1927	Lipid	Fatty Acid, Monohydroxy	39609	LC/MS Neg	100002953	5236.2	271.2279	10466	506-13-8	C18218	HMDB06294
CPD000735	16a-hydroxy DHEA 3-sulfate	3215	Lipid	Androgenic Steroids	38168	LC/MS Neg	100002126	4240	383.1534				
CPD000736	17alpha-hydroxypregnolone glucuronide	3130	Lipid	Pregnenolone Steroids	47403	LC/MS Neg	100005418	5071.9	509.2756				
CPD000737	17alpha-hydroxypregnenolone 3-sulfate	3129	Lipid	Pregnenolone Steroids	37482	LC/MS Neg	100002128	4800	411.1847	152971	28901-70-4		HMDB00416
CPD000738	2'-deoxyuridine	4099	Nucleotide	Pyrimidine Metabolism, Uracil containing	52602	LC/MS Neg	536	1586	227.0673	13712	951-78-0	C00526	HMDB00012
CPD000739	2'-O-methyluridine	4087	Nucleotide	Pyrimidine Metabolism, Uracil containing	57655	LC/MS Neg	100010896	1831	257.0779	102212	2140-76-3		
CPD000740	2,3-dihydroxy-2-methylbutyrate	385	Amino Acid	Leucine, Isoleucine and Valine Metabolism	57547	LC/MS Neg	100010869	787	133.0506	301941	14868-24-7		HMDB29576
CPD000741	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	404	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	62805	LC/MS Neg	100020893	1156	177.0227				
CPD000742	2,3-diphosphoglycerate	1172	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	15664	LC/MS Neg	1227	555	264.952	186004	102783-53-9	C01159	HMDB01294
CPD000743	2,4,6-trihydroxybenzoate	4338	Xenobiotics	Benzoate Metabolism	35892	LC/MS Neg	100001718	1574	169.0142	66520	83-30-7		HMDB29649
CPD000744	2,4-di-tert-butylphenol	5800	Xenobiotics	Chemical	64328	LC/MS Neg	100021918	5749	205.1597		96-76-4		
CPD000745	2,4-dichlorophenol sulfate	5886	Xenobiotics	Chemical	48459	LC/MS Neg	100006263	3860	240.9135	9837697	3233-63-4		
CPD000746	2,6-dihydroxybenzoic acid	5615	Xenobiotics	Drug - Topical Agents	63042	LC/MS Neg	100020837	2575	153.0193	9338	303-07-1		HMDB13676
CPD000747	2-acetamidophenol sulfate	5047	Xenobiotics	Food Component/Plant	48580	LC/MS Neg	100006190	2251	230.0129	181671	40712-60-5		
CPD000748	2-aminoadipate	117	Amino Acid	Lysine Metabolism	6146	LC/MS Neg	381	639.2	160.0615	469	542-32-5;1118-90-7	C00956	HMDB00510
CPD000749	2-aminooctanoate	1686	Lipid	Fatty Acid, Amino	43343	LC/MS Neg	100004227	3385	158.1187	69522	644-90-6		HMDB00991
CPD000750	2-aminophenol sulfate	5048	Xenobiotics	Food Component/Plant	43266	LC/MS Neg	100004322	1677	188.0023	181670			HMDB61116
CPD000751	2-butenoylglycine	1754	Lipid	Fatty Acid Metabolism (Acyl Glycine)	61785	LC/MS Neg	100016110	1380	142.051	6303498	71428-89-2		
CPD000752	2-ethylphenylsulfate	4364	Xenobiotics	Benzoate Metabolism	36847	LC/MS Neg	100001809	3416	201.0227				
CPD000753	2-furoic acid	4839	Xenobiotics	Food Component/Plant	43338	LC/MS Neg	100004211	960	111.0088	6919	88-14-2	C01546	HMDB00617
CPD000754	2-hydroxy-3-methylvalerate	356	Amino Acid	Leucine, Isoleucine and Valine Metabolism	36746	LC/MS Neg	100001541	1800	131.0714	164623	488-15-3		HMDB00317
CPD000755	2-hydroxyacetaminophen sulfate*	5130	Xenobiotics	Drug - Algesics, Anesthetics	33173	LC/MS Neg	100001791	1674	246.0078	86290013			
CPD000756	2-hydroxydecanoate	1879	Lipid	Fatty Acid, Monohydroxy	42489	LC/MS Neg	100004089	4840	187.134	21488	5393-81-7		
CPD000757	2-hydroxyhippurate (salicylurate)	4316	Xenobiotics	Benzoate Metabolism	18281	LC/MS Neg	1869	2184	194.0459	10253	487-54-7	C07588	HMDB00840
CPD000758	2-hydroxyibuprofen	5145	Xenobiotics	Drug - Algesics, Anesthetics	43330	LC/MS Neg	100004169	3462	221.1183	10443535	51146-55-5		HMDB60920
CPD000759	2-hydroxylaurate	1883	Lipid	Fatty Acid, Monohydroxy	52916	LC/MS Neg	100008934	5211	215.1653	97783	2984-55-6		
CPD000760	2-hydroxynervote*	1893	Lipid	Fatty Acid, Monohydroxy	61698	LC/MS Neg	100015638	6345	381.3374	5312783			
CPD000761	2-hydroxyoctanoate	1877	Lipid	Fatty Acid, Monohydroxy	22036	LC/MS Neg	100000743	3736.8	159.1027	94180	617-73-2		HMDB02264
CPD000762	2-hydroxypalmitate	1885	Lipid	Fatty Acid, Monohydroxy	35675	LC/MS Neg	100001579	5511.2	271.2279	92836	764-67-0		HMDB31057
CPD000763	2-hydroxyphenylacetate sulfate	151	Amino Acid	Phenylalanine Metabolism	52922	LC/MS Neg	100006635	830	230.9969				
CPD000764	2-hydroxyphytate*	1585	Lipid	Fatty Acid, Branched	61702	LC/MS Neg	100004414	5751	327.2905	189026	14721-68-7		
CPD000765	2-hydroxysebacate	1640	Lipid	Fatty Acid, Dicarboxylate	63357	LC/MS Neg	100020378	1324	217.1081	128458	103963-71-9		HMDB00424
CPD000766	2-hydroxystearate	1888	Lipid	Fatty Acid, Monohydroxy	17945	LC/MS Neg	1239	5695	299.2592	69417	629-22-1	C03045	
CPD000767	2-ketocaprylate	313	Amino Acid	Leucine, Isoleucine and Valine Metabolism	63120	LC/MS Neg	100020833	3951	157.087	67600	328-51-8		HMDB13211
CPD000768	2-linoleoylglycerol (18:2)	2763	Lipid	Monoacylglycerol	32506	LC/MS Neg	100000987	6250	279.2329	5365676	3443-82-1		HMDB11538
CPD000769	2-methoxyacetaminophen glucuronide*	5132	Xenobiotics	Drug - Algesics, Anesthetics	33161	LC/MS Neg	100001795	1633	356.0987	14367271			
CPD000770	2-methoxyacetaminophen sulfate*	5131	Xenobiotics	Drug - Algesics, Anesthetics	47031	LC/MS Neg	100001793	1949	260.0234	86290014			
CPD000771	2-methoxyhydroquinone sulfate (1)	4426	Xenobiotics	Benzoate Metabolism	64049	LC/MS Neg	100021839	1505	218.9969				
CPD000772	2-methoxyhydroquinone sulfate (2)	4427	Xenobiotics	Benzoate Metabolism	64050	LC/MS Neg	100021840	1619	218.9969				
CPD000773	2-methoxyresorcinol sulfate	5842	Xenobiotics	Chemical	48445	LC/MS Neg	100006184	1863	218.9969		1446269-78-8		
CPD000774	2-methylcitrate/homocitrate	1396	Energy	TCA Cycle	52282	LC/MS Neg	100008929	575	205.0354				
CPD000775	2-phthol sulfate	5799	Xenobiotics	Chemical	62520	LC/MS Neg	100020515	3658	223.0071	74428			
CPD000776	2-oleoylglycerol (18:1)	2762	Lipid	Monoacylglycerol	21232	LC/MS Neg	100000943	6500	281.2486	5319879	3443-84-3		HMDB11537
CPD000777	2-palmitoleoyl-GPC* (16:1)*	2498	Lipid	Lysophospholipid	47118	LC/MS Neg	100001561	5720	568.3256				HMDB10383
CPD000778	2-palmitoyl-GPC* (16:0)*	2496	Lipid	Lysophospholipid	35253	LC/MS Neg	100001562	6215	570.3413	15061532			HMDB61702
CPD000779	2-propyl-2-pentenoate (2-ene-valproate)	5495	Xenobiotics	Drug - Neurological	57778	LC/MS Neg	100015981	3874	141.0921	6437068	60218-41-9	C16653	HMDB13902
CPD000780	2-propyl-4-pentenoate (4-ene-valproate)	5496	Xenobiotics	Drug - Neurological	48143	LC/MS Neg	100005952	3436	141.0921	104896	1575-72-0		
CPD000781	2-stearoyl-GPE (18:0)*	2562	Lipid	Lysophospholipid	41220	LC/MS Neg	100003901	6350	480.3096				HMDB11129
CPD000782	21-hydroxypregnolone monosulfate (2)	3137	Lipid	Pregnenolone Steroids	62312	LC/MS Neg	100020548	5094	413.2003				
CPD000783	21-hydroxypregnenolone disulfate	3135	Lipid	Pregnenolone Steroids	46115	LC/MS Neg	100001999	3935	245.0671	134595	1164-98-3		
CPD000784	3,5-dichloro-2,6-dihydroxybenzoic acid	5878	Xenobiotics	Chemical	63589	LC/MS Neg	100021324	4412	220.9414				
CPD000785	3,7-dimethylurate	4438	Xenobiotics	Xanthine Metabolism	34399	LC/MS Neg	100001398	1418	195.0524	83126	13087-49-5	C16360	HMDB01982
CPD000786	3-(3-amino-3-carboxypropyl)uridine*	4107	Nucleotide	Pyrimidine Metabolism, Uracil containing	62924	LC/MS Neg	100001426	1369	344.1099	171198	52745-94-5		
CPD000787	3-(3-hydroxyphenyl)propiote	4414	Xenobiotics	Benzoate Metabolism	35635	LC/MS Neg	100001624	1980	165.0557	91	621-54-5	C11457	HMDB00375
CPD000788	3-(3-hydroxyphenyl)propiote sulfate	4411	Xenobiotics	Benzoate Metabolism	45415	LC/MS Neg	100005391	1294	245.0125	187488	86321-32-6		
CPD000789	3-(4-hydroxyphenyl)lactate (HPLA)	172	Amino Acid	Tyrosine Metabolism	32197	LC/MS Neg	240	1379	181.0506	9378	6482-98-0	C03672	HMDB00755
CPD000790	3-(methylthio)acetaminophen sulfate*	5137	Xenobiotics	Drug - Algesics, Anesthetics	62567	LC/MS Neg	100020827	2265	276.0006				
CPD000791	3-(N-acetyl-L-cystein-S-yl) acetaminophen	5127	Xenobiotics	Drug - Algesics, Anesthetics	45721	LC/MS Neg	2048	2094	311.0707	83967	52372-86-8		
CPD000792	3-acetylphenol sulfate	5735	Xenobiotics	Chemical	48693	LC/MS Neg	100004326	2477	215.002				
CPD000793	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	5879	Xenobiotics	Chemical	63681	LC/MS Neg	100021707	4505	264.8909				
CPD000794	3-carboxy-4-methyl-5-pentyl-2-furanpropiote (3-CMPFP)	1638	Lipid	Fatty Acid, Dicarboxylate	61871	LC/MS Neg	100020004	4000	267.1238	194501			
CPD000795	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	1636	Lipid	Fatty Acid, Dicarboxylate	31787	LC/MS Neg	100001178	2800	239.0925	123979	86879-39-2		HMDB61112
CPD000796	3-ethylcatechol sulfate (1)	4707	Xenobiotics	Food Component/Plant	62796	LC/MS Neg	100020851	3422	217.0176				
CPD000797	3-ethylcatechol sulfate (2)	4708	Xenobiotics	Food Component/Plant	62797	LC/MS Neg	100020852	3555	217.0176				
CPD000798	3-hydroxy-2-ethylpropiote	364	Amino Acid	Leucine, Isoleucine and Valine Metabolism	32397	LC/MS Neg	100001170	975	117.0557	188979	4374-62-3		HMDB00396
CPD000799	3-hydroxy-2-methylpyridine sulfate	5873	Xenobiotics	Chemical	63227	LC/MS Neg	100020975	1849	188.0023				
CPD000800	3-hydroxydecanoate	1899	Lipid	Fatty Acid, Monohydroxy	22053	LC/MS Neg	100000997	4634.7	187.134	26612	5561-87-5		HMDB02203
CPD000801	3-hydroxydodecanedioate*	1618	Lipid	Fatty Acid, Dicarboxylate	62915	LC/MS Neg	100001454	2252	245.1394	16663321	34574-69-1		HMDB00413
CPD000802	3-hydroxyhippurate	4318	Xenobiotics	Benzoate Metabolism	39600	LC/MS Neg	100002122	1687	194.0459	450268	1637-75-8		HMDB06116
CPD000803	3-hydroxyhippurate sulfate	4319	Xenobiotics	Benzoate Metabolism	62530	LC/MS Neg	100020410	1047	274.0027	186339			
CPD000804	3-hydroxylaurate	1902	Lipid	Fatty Acid, Monohydroxy	32457	LC/MS Neg	100001112	5175	215.1653	94216	53941-38-1		HMDB00387
CPD000805	3-hydroxymyristate	1903	Lipid	Fatty Acid, Monohydroxy	21158	LC/MS Neg	100000882	5335	243.1966	16064	3422-31-9		
CPD000806	3-hydroxyoctanoate	1897	Lipid	Fatty Acid, Monohydroxy	22001	LC/MS Neg	100000773	3446	159.1027	26613	88930-08-9		HMDB01954
CPD000807	3-hydroxyoleate*	1907	Lipid	Fatty Acid, Monohydroxy	61843	LC/MS Neg	100019966	5508	297.2435				
CPD000808	3-hydroxypyridine sulfate	5843	Xenobiotics	Chemical	48448	LC/MS Neg	100006098	1595.5	173.9867		1955-23-3		
CPD000809	3-hydroxysebacate	1901	Lipid	Fatty Acid, Monohydroxy	31943	LC/MS Neg	100001145	1282	217.1081	3017884	73141-46-5		HMDB00350
CPD000810	3-hydroxyvalproate	5492	Xenobiotics	Drug - Neurological	57781	LC/MS Neg	100015977	2912	159.1027	134459	58888-84-9	C16651	HMDB13899
CPD000811	3-indoleglyoxylic acid	5012	Xenobiotics	Food Component/Plant	63583	LC/MS Neg	100020372	2140	188.0353	73863	1477-49-2		
CPD000812	3-indoxyl sulfate	294	Amino Acid	Tryptophan Metabolism	27672	LC/MS Neg	100000467	2222.2	212.0023	10258	2642-37-7		HMDB00682
CPD000813	3-methoxycatechol sulfate (1)	4384	Xenobiotics	Benzoate Metabolism	48763	LC/MS Neg	100006375	2163	218.9969				
CPD000814	3-methoxycatechol sulfate (2)	4385	Xenobiotics	Benzoate Metabolism	48752	LC/MS Neg	100006376	2200	218.9969				
CPD000815	3-methoxytyramine sulfate	197	Amino Acid	Tyrosine Metabolism	44618	LC/MS Neg	100004634	1722	246.0442				
CPD000816	3-methyl catechol sulfate (1)	4350	Xenobiotics	Benzoate Metabolism	46165	LC/MS Neg	100004112	2790	203.002				
CPD000817	3-methyl catechol sulfate (2)	4351	Xenobiotics	Benzoate Metabolism	46164	LC/MS Neg	100004110	2860	203.002				
CPD000818	3-methyl-2-oxobutyrate	379	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44526	LC/MS Neg	100000936	1465	115.0401	49	3715-29-5	C00141	HMDB00019
CPD000819	3-methyl-2-oxovalerate	355	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15676	LC/MS Neg	100000036	2064.2	129.0557	47	1460-34-0;51829-07-3	C00671	HMDB03736
CPD000820	3-methylhistidine	69	Amino Acid	Histidine Metabolism	15677	LC/MS Neg	100000042	906.3	168.0779	64969	368-16-1	C01152	HMDB00479
CPD000821	3-methylxanthine	4441	Xenobiotics	Xanthine Metabolism	32445	LC/MS Neg	100001108	1700	165.0418	70639	1076-22-8	C16357	HMDB01886
CPD000822	3-phenylpropiote (hydrocinmate)	4417	Xenobiotics	Benzoate Metabolism	15749	LC/MS Neg	100000010	2860	149.0608	107	501-52-0	C05629	HMDB00764
CPD000823	3b-hydroxy-5-cholenoic acid	3406	Lipid	Secondary Bile Acid Metabolism	43507	LC/MS Neg	100004182	5205	373.2748	92997	5255-17-4		HMDB00308
CPD000824	3beta,7alpha-dihydroxy-5-cholestenoate	3091	Lipid	Sterol	36803	LC/MS Neg	100001611	5275	431.3167	3081084	115538-84-6	C17335	
CPD000825	3beta,7beta-dihydroxy-5-cholestenoate	3100	Lipid	Sterol	36842	LC/MS Neg	100001774	5220	431.3167		1246298-66-7		
CPD000826	3beta-hydroxy-5-cholestenoate	3092	Lipid	Sterol	54805	LC/MS Neg	100006370	5398	415.3218	165511	6561-58-6	C17333	
CPD000827	4-acetamidobenzoate	5857	Xenobiotics	Chemical	57585	LC/MS Neg	100009413	1403	178.051	19266	556-08-1	D03836	
CPD000828	4-acetamidophenol	5126	Xenobiotics	Drug - Algesics, Anesthetics	12032	LC/MS Neg	1383	2173.7	150.0561	1983	103-90-2	C06804	HMDB01859
CPD000829	4-acetamidophenylglucuronide	5129	Xenobiotics	Drug - Algesics, Anesthetics	15736	LC/MS Neg	100000043	1400	326.0881	83944	120595-80-4		HMDB10316
CPD000830	4-acetaminophen sulfate	5128	Xenobiotics	Drug - Algesics, Anesthetics	37475	LC/MS Neg	2049	1792	230.0129	83939	10066-90-7;32113-41-0	C06804	HMDB59911
CPD000831	4-acetylcatechol sulfate (1)	4623	Xenobiotics	Food Component/Plant	62798	LC/MS Neg	100020853	1774	230.9969				
CPD000832	4-acetylcatechol sulfate (2)	4624	Xenobiotics	Food Component/Plant	62799	LC/MS Neg	100020854	2193	230.9969				
CPD000833	4-acetylphenyl sulfate	4363	Xenobiotics	Benzoate Metabolism	44620	LC/MS Neg	100000711	2375	215.002	4684006			
CPD000834	4-allylcatechol sulfate	4354	Xenobiotics	Benzoate Metabolism	63597	LC/MS Neg	100020578	3571	229.0176				
CPD000835	4-allylphenol sulfate	4894	Xenobiotics	Food Component/Plant	37181	LC/MS Neg	100001868	3805	213.0227				
CPD000836	4-chlorobenzoic acid	5885	Xenobiotics	Chemical	63988	LC/MS Neg	100021784	3015	154.9905		74-11-3		
CPD000837	4-ethylcatechol sulfate	4352	Xenobiotics	Benzoate Metabolism	63072	LC/MS Neg	100020536	3379	217.0176				
CPD000838	4-ethylphenyl sulfate	4367	Xenobiotics	Benzoate Metabolism	36099	LC/MS Neg	100001756	3580	201.0227	20822574	123-07-9	C13637	HMDB62551
CPD000839	4-hydroxy duloxetine glucuronide*	5555	Xenobiotics	Drug - Psychoactive	62480	LC/MS Neg	100020796	3705	488.1385				HMDB60763
CPD000840	4-hydroxychlorothalonil	5835	Xenobiotics	Chemical	48441	LC/MS Neg	100006082	4427	244.9082	34217	28343-61-5		
CPD000841	4-hydroxycoumarin	5366	Xenobiotics	Drug - Cardiovascular	37445	LC/MS Neg	100002049	2470	161.0244	54682930	1076-38-6	C20414	
CPD000842	4-hydroxyhippurate	4320	Xenobiotics	Benzoate Metabolism	35527	LC/MS Neg	100001423	1475	194.0459	151012	2482-25-9		HMDB13678
CPD000843	4-hydroxyphenylacetate	153	Amino Acid	Phenylalanine Metabolism	541	LC/MS Neg	144	1361	151.0401	127	156-38-7	C00642	HMDB00020
CPD000844	4-hydroxyphenylacetylglutamine	1131	Peptide	Acetylated Peptides	55017	LC/MS Neg	100010850	1650	279.0986				
CPD000845	4-hydroxyphenylpyruvate	167	Amino Acid	Tyrosine Metabolism	1669	LC/MS Neg	1141	1690	179.035	979	156-39-8	C01179	HMDB00707
CPD000846	4-methoxyphenol sulfate	184	Amino Acid	Tyrosine Metabolism	48457	LC/MS Neg	100006262	2412	203.002		3233-60-1		
CPD000847	4-methyl-2-oxopentanoate	308	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22116	LC/MS Neg	100000551	2170	129.0557	70	816-66-0	C00233	HMDB00695
CPD000848	4-methylbenzenesulfote	5832	Xenobiotics	Chemical	43592	LC/MS Neg	100002390	2350	171.0121	6101	104-15-4	C06677	
CPD000849	4-methylcatechol sulfate	4353	Xenobiotics	Benzoate Metabolism	46146	LC/MS Neg	100004111	2665	203.002				
CPD000850	4-methylguaiacol sulfate	4348	Xenobiotics	Benzoate Metabolism	48418	LC/MS Neg	100006105	2978	217.0176		756760-43-7		
CPD000851	4-methylhexanoylglutamine	1713	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	62735	LC/MS Neg	100020631	3390	257.1507				
CPD000852	4-vinylguaiacol glucuronide	5017	Xenobiotics	Food Component/Plant	63843	LC/MS Neg	100021209	3010	325.0929				
CPD000853	4-vinylguaiacol sulfate	4920	Xenobiotics	Food Component/Plant	48442	LC/MS Neg	100006126	3354	229.0176				
CPD000854	4-vinylphenol sulfate	4369	Xenobiotics	Benzoate Metabolism	36098	LC/MS Neg	100001755	3320	199.0071	6426766	2628-17-3	C05627	HMDB62775
CPD000855	5,6-dihydrouridine	4086	Nucleotide	Pyrimidine Metabolism, Uracil containing	61833	LC/MS Neg	100001425	1119	245.0779	94312	1361384		
CPD000856	5-dodecenoate (12:1n7)	1436	Lipid	Medium Chain Fatty Acid	33968	LC/MS Neg	100001232	5224	197.1547	5312378	2430-94-6		HMDB00529
CPD000857	5-hydroxy-2-methylpyridine sulfate	5871	Xenobiotics	Chemical	63230	LC/MS Neg	100020973	2074	188.0023				
CPD000858	5-hydroxy-6-methoxy duloxetine sulfate*	5556	Xenobiotics	Drug - Psychoactive	62481	LC/MS Neg	100020798	3807	422.0738				
CPD000859	5-hydroxyvalproate	5493	Xenobiotics	Drug - Neurological	61832	LC/MS Neg	100015980	2403	159.1027	135244	53660-23-4	C16650	HMDB13898
CPD000860	5-methyluridine (ribothymidine)	4088	Nucleotide	Pyrimidine Metabolism, Uracil containing	35136	LC/MS Neg	100001446	1778.1	257.0779	445408	1463-10-1		HMDB00884
CPD000861	5-oxoproline	534	Amino Acid	Glutathione Metabolism	1494	LC/MS Neg	1021	738.5	128.0353	7405	98-79-3	C01879	HMDB00267
CPD000862	5alpha-androstan-3alpha,17alpha-diol monosulfate	3234	Lipid	Androgenic Steroids	37183	LC/MS Neg	100002008	5208	371.1898				
CPD000863	5alpha-androstan-3alpha,17beta-diol 17-glucuronide	3257	Lipid	Androgenic Steroids	47132	LC/MS Neg	100005396	4930	467.265				
CPD000864	5alpha-androstan-3alpha,17beta-diol disulfate	3256	Lipid	Androgenic Steroids	37184	LC/MS Neg	100002017	4275	225.0697				
CPD000865	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	3254	Lipid	Androgenic Steroids	37186	LC/MS Neg	100002018	4925	371.1898				
CPD000866	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	3255	Lipid	Androgenic Steroids	37185	LC/MS Neg	100006005	5080	371.1898				
CPD000867	5alpha-androstan-3beta,17alpha-diol disulfate	3265	Lipid	Androgenic Steroids	37187	LC/MS Neg	100002021	4215	225.0697				
CPD000868	5alpha-androstan-3beta,17beta-diol disulfate	3262	Lipid	Androgenic Steroids	37190	LC/MS Neg	100001987	3880	225.0697	242332	571-20-0	C12525	HMDB00493
CPD000869	5alpha-androstan-3beta,17beta-diol monosulfate (2)	3261	Lipid	Androgenic Steroids	37192	LC/MS Neg	100002024	4685	371.1898				
CPD000870	5alpha-pregn-3beta,20alpha-diol disulfate	3162	Lipid	Progestin Steroids	37198	LC/MS Neg	100001988	3962	239.0853				
CPD000871	5alpha-pregn-3beta,20alpha-diol monosulfate (2)	3156	Lipid	Progestin Steroids	37200	LC/MS Neg	100002014	5060	399.2211				
CPD000872	5alpha-pregn-3beta,20beta-diol monosulfate (1)	3153	Lipid	Progestin Steroids	37196	LC/MS Neg	100002009	5180	399.2211				
CPD000873	6-bromotryptophan	298	Amino Acid	Tryptophan Metabolism	62503	LC/MS Neg	100020414	3565	280.9931				
CPD000874	6-hydroxyindole sulfate	5854	Xenobiotics	Chemical	48698	LC/MS Neg	100006260	2498	212.0023	122198196			
CPD000875	6-hydroxywarfarin	5372	Xenobiotics	Drug - Cardiovascular	62973	LC/MS Neg	100020814	3358	323.0925				
CPD000876	6-oxopiperidine-2-carboxylate	127	Amino Acid	Lysine Metabolism	43231	LC/MS Neg	100004499	965	142.051	3014237	34622-39-4		HMDB61705
CPD000877	7-HOCA	3089	Lipid	Sterol	36776	LC/MS Neg	100001609	5288.1	429.301	3081085	115538-85-7	C17337	HMDB12458
CPD000878	9,10-DiHOME	1948	Lipid	Fatty Acid, Dihydroxy	38399	LC/MS Neg	179	5180	313.2384	9966640	263399-34-4	C14828	HMDB04704
CPD000879	9-hydroxystearate	1919	Lipid	Fatty Acid, Monohydroxy	47120	LC/MS Neg	100005834	5384	299.2592	9570127	25498-28-6		HMDB61661
CPD000880	acesulfame	4850	Xenobiotics	Food Component/Plant	48569	LC/MS Neg	100006203	1581	161.9867	36573	55589-62-3		HMDB33585
CPD000881	acisoga	506	Amino Acid	Polyamine Metabolism	43258	LC/MS Neg	100004541	2297	183.1139	129397	106692-36-8		
CPD000882	aconitate [cis or trans]	1376	Energy	TCA Cycle	46173	LC/MS Neg	100001359	580	173.0092				
CPD000883	adrete (22:4n6)	1507	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS Neg	100001193	5678	331.2643	5497181	2091-25-0	C16527	HMDB02226
CPD000884	allopurinol	5479	Xenobiotics	Drug - Metabolic	43534	LC/MS Neg	100004518	1530	135.0312	2094	315-30-0		
CPD000885	allopurinol riboside	5480	Xenobiotics	Drug - Metabolic	38321	LC/MS Neg	100002454	1660	267.0735		16220-07-8		
CPD000886	alpha-CEHC	4229	Cofactors and Vitamins	Tocopherol Metabolism	48188	LC/MS Neg	100002206	4045	277.1445	9943542	4072-32-6		HMDB01518
CPD000887	alpha-CEHC glucuronide*	4225	Cofactors and Vitamins	Tocopherol Metabolism	39346	LC/MS Neg	100003101	2616	453.1766	134819285	477200-36-5		
CPD000888	alpha-CEHC sulfate	4226	Cofactors and Vitamins	Tocopherol Metabolism	47666	LC/MS Neg	100005972	3090	357.1013				
CPD000889	alpha-CMBHC glucuronide	4214	Cofactors and Vitamins	Tocopherol Metabolism	63926	LC/MS Neg	100005977	3664	495.2236				
CPD000890	alpha-hydroxycaproate	1875	Lipid	Fatty Acid, Monohydroxy	37073	LC/MS Neg	100001723	1920	131.0714	99824	6064-63-7		HMDB01624
CPD000891	alpha-hydroxyisocaproate	312	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22132	LC/MS Neg	100000706	1840	131.0714	83697	10303-64-7	C03264	HMDB00746
CPD000892	alpha-hydroxyisovalerate	380	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33937	LC/MS Neg	100001300	1126	117.0557	99823	600-37-3		HMDB00407
CPD000893	amoxicillin	5202	Xenobiotics	Drug - Antibiotic	52948	LC/MS Neg	100008962	2365	364.0973	2171	26787-78-0	C06827	HMDB15193
CPD000894	andro steroid monosulfate C19H28O6S (1)*	3269	Lipid	Androgenic Steroids	32827	LC/MS Neg	100002152	3871	383.1534				
CPD000895	androstenediol (3alpha, 17alpha) monosulfate (2)	3243	Lipid	Androgenic Steroids	37207	LC/MS Neg	100002026	4712	369.1741				
CPD000896	androstenediol (3alpha, 17alpha) monosulfate (3)	3244	Lipid	Androgenic Steroids	37209	LC/MS Neg	100002027	5180	369.1741				
CPD000897	androstenediol (3beta,17beta) disulfate (1)	3239	Lipid	Androgenic Steroids	37202	LC/MS Neg	100001992	3740	224.0618	87120982		C04295	HMDB03818
CPD000898	androstenediol (3beta,17beta) disulfate (2)	3240	Lipid	Androgenic Steroids	37203	LC/MS Neg	100001994	4065	224.0624				
CPD000899	androstenediol (3beta,17beta) monosulfate (1)	3236	Lipid	Androgenic Steroids	37211	LC/MS Neg	100002028	4535	369.1741	13847309	521-17-5		HMDB03818
CPD000900	androstenediol (3beta,17beta) monosulfate (2)	3237	Lipid	Androgenic Steroids	37210	LC/MS Neg	100002029	4500	369.1741				
CPD000901	androsterone glucuronide	3216	Lipid	Androgenic Steroids	61846	LC/MS Neg	100002761	4953	465.2494	114833	1852-43-3	C11135	HMDB02829
CPD000902	androsterone sulfate	3226	Lipid	Androgenic Steroids	31591	LC/MS Neg	100001073	5022	369.1741	159663	2479-86-9		HMDB02759
CPD000903	anserine	82	Amino Acid	Histidine Metabolism	15747	LC/MS Neg	100000044	1124.8	239.115	112072	10030-52-1	C01262	HMDB00194
CPD000904	arachidate (20:0)	1449	Lipid	Long Chain Saturated Fatty Acid	1118	LC/MS Neg	893	6240	311.2956	10467	506-30-9	C06425	HMDB02212
CPD000905	arachidote (20:4n6)	1505	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229	5535	303.233	444899	506-32-1	C00219	HMDB01043
CPD000906	atazavir	5284	Xenobiotics	Drug - Antiviral	63279	LC/MS Neg	100020926	5348	703.3825	148192	198904-31-3	D07471	HMDB15205
