compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00899	thymol sulfate	Xenobiotics	Food Component/Plant	4410	229.054	LC/MS Neg	C09908
CPD00900	thyroxine	Amino Acid	Tyrosine Metabolism	4808	775.6794	LC/MS Neg	C01829
CPD00901	tiglyl carnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2962	244.1543	LC/MS Pos Early	
CPD00902	hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2845.5	130.051	LC/MS Polar	C01157
CPD00903	trans-urocanate	Amino Acid	Histidine Metabolism	2285	139.0502	LC/MS Pos Early	C00785
CPD00904	tricosanoyl sphingomyelin (d18:1/23:0)*	Lipid	Sphingomyelins	3200	801.6844	LC/MS Pos Late	
CPD00905	tridecenedioate (C13:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	3051	241.1445	LC/MS Neg	
CPD00906	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1388	138.055	LC/MS Pos Early	C01004
CPD00907	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	2100	76.0757	LC/MS Pos Early	C01104
CPD00908	tryptophan	Amino Acid	Tryptophan Metabolism	2986	205.0972	LC/MS Pos Early	C00078
CPD00909	tryptophan betaine	Amino Acid	Tryptophan Metabolism	2673	247.1441	LC/MS Pos Early	C09213
CPD00910	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	1565	216.0336	LC/MS Neg	
CPD00911	tyrosine	Amino Acid	Tyrosine Metabolism	2430	182.0812	LC/MS Pos Early	C00082
CPD00912	umbelliferone sulfate	Xenobiotics	Food Component/Plant	2440	240.9812	LC/MS Neg	
CPD00913	undecanedioate (C11-DC)	Lipid	Fatty Acid, Dicarboxylate	2440	215.1289	LC/MS Neg	
CPD00914	undecenoylcarnitine (C11:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1069	328.2482	LC/MS Pos Late	
CPD00915	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	1089.7	111.02	LC/MS Polar	C00106
CPD00916	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	757.1	167.0211	LC/MS Neg	C00366
CPD00917	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	700	121.072	LC/MS Pos Early	C00086
CPD00918	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1457.6	243.0623	LC/MS Neg	C00299
CPD00919	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5055	391.2854	LC/MS Neg	C07880
CPD00920	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2135	116.0717	LC/MS Polar	C00183
CPD00921	valsartan	Xenobiotics	Drug - Cardiovascular	4228	434.2198	LC/MS Neg	
CPD00922	valylglycine	Peptide	Dipeptide	2444	175.1077	LC/MS Pos Early	
CPD00923	vanillactate	Amino Acid	Tyrosine Metabolism	1625	211.0612	LC/MS Neg	
CPD00924	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	1808	233.0125	LC/MS Neg	
CPD00925	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	941	197.0456	LC/MS Neg	C05584
CPD00926	warfarin	Xenobiotics	Drug - Cardiovascular	3790	307.0976	LC/MS Neg	C01541
CPD00927	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	2023	151.0262	LC/MS Polar	C00385
CPD00928	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1075	283.0684	LC/MS Neg	C01762
CPD00929	xanthurenate	Amino Acid	Tryptophan Metabolism	1476	204.0302	LC/MS Neg	C02470
CPD00930	ximenoylcarnitine (C26:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1607	538.483	LC/MS Pos Late	
CPD00931	xylose	Carbohydrate	Pentose Metabolism	1727	195.051	LC/MS Polar	C00181
